,Survived,Pclass,Sex,Age,Parch,Fare,Embarked,Ticket_type,Words_Count,Has_Cabin,FamilySize,IsAlone,Title
495,0,3,1,2,0,2,1,46,3,0,1,1,1
496,1,1,0,3,0,3,1,93,4,1,2,0,2
497,0,3,1,1,0,2,0,130,4,0,1,1,1
498,0,1,0,1,2,3,0,3,8,1,4,0,3
499,0,3,1,1,0,0,0,84,3,0,1,1,1
500,0,3,1,1,0,1,0,69,3,0,1,1,1
501,0,3,0,1,0,0,2,89,3,0,1,1,2
502,0,3,0,2,0,0,2,72,4,0,1,1,2
503,0,3,0,2,0,1,0,106,4,0,1,1,2
504,1,1,0,0,0,3,0,0,3,1,1,1,2
505,0,1,1,1,0,3,1,137,7,1,2,0,1
506,1,2,0,2,2,2,0,47,6,0,3,0,3
507,1,1,1,1,0,2,0,1,6,0,1,1,1
508,0,3,1,1,0,2,0,128,4,0,1,1,1
509,1,3,1,1,0,3,0,16,3,0,1,1,1
510,1,3,1,1,0,0,2,100,4,0,1,1,1
511,0,3,1,2,0,1,0,147,3,0,1,1,1
512,1,1,1,2,0,2,0,137,4,1,1,1,1
513,1,1,0,3,0,3,1,137,6,0,2,0,3
514,0,3,1,1,0,0,0,83,3,0,1,1,1
515,0,1,1,2,0,3,0,93,4,1,1,1,1
516,1,2,0,2,0,1,0,130,4,1,1,1,3
517,0,3,1,2,0,2,2,95,3,0,1,1,1
518,1,2,0,2,0,2,0,30,8,0,2,0,3
519,0,3,1,1,0,0,0,83,3,0,1,1,1
520,1,1,0,1,0,3,0,10,3,1,1,1,2
521,0,3,1,1,0,0,0,83,3,0,1,1,1
522,0,3,1,1,0,0,1,46,3,0,1,1,1
523,1,1,0,2,1,3,1,1,7,1,2,0,3
524,0,3,1,2,0,0,1,54,3,0,1,1,1
525,0,3,1,2,0,0,2,91,3,0,1,1,1
526,1,2,0,3,0,1,0,150,3,0,1,1,2
527,0,1,1,1,0,3,0,137,3,1,1,1,1
528,0,3,1,2,0,1,0,66,4,0,1,1,1
529,0,2,1,1,1,1,0,63,4,0,4,0,1
530,1,2,0,0,1,2,0,47,4,0,3,0,2
531,0,3,1,1,0,0,1,48,3,0,1,1,1
532,0,3,1,1,1,0,1,53,4,0,3,0,1
533,1,3,0,1,2,2,1,50,5,0,3,0,3
534,0,3,0,1,0,1,0,69,3,0,1,1,2
535,1,2,0,0,2,2,0,133,4,0,3,0,2
536,0,1,1,2,0,2,0,3,4,1,1,1,5
537,1,1,0,1,0,3,1,137,3,0,1,1,2
538,0,3,1,2,0,2,0,89,4,0,1,1,1
539,1,1,0,1,2,3,1,13,4,1,3,0,2
540,1,1,0,2,2,3,0,153,4,1,3,0,2
541,0,3,0,0,2,3,0,81,4,0,7,0,2
542,0,3,0,0,2,3,0,81,4,0,7,0,2
543,1,2,1,1,0,2,0,62,3,0,2,0,1
544,0,1,1,3,0,3,1,137,4,1,2,0,1
545,0,1,1,3,0,2,0,112,4,0,1,1,1
546,1,2,0,1,0,2,0,62,5,0,2,0,3
547,1,2,1,2,0,1,1,144,5,0,1,1,1
548,0,3,1,2,1,2,0,88,4,0,3,0,1
549,1,2,1,0,1,3,0,130,5,0,3,0,4
550,1,1,1,1,2,3,1,18,5,1,3,0,1
551,0,2,1,1,0,2,0,43,5,0,1,1,1
552,0,3,1,1,0,0,2,72,3,0,1,1,1
553,1,3,1,1,0,0,1,46,5,0,1,1,1
554,1,3,0,1,0,0,0,81,3,0,1,1,2
555,0,1,1,3,0,2,0,3,3,0,1,1,1
556,1,1,0,2,0,3,1,5,8,1,2,0,5
557,0,1,1,2,0,3,1,137,3,0,1,1,1
558,1,1,0,2,1,3,0,0,5,1,3,0,3
559,1,3,0,2,0,2,0,79,6,0,2,0,3
560,0,3,1,2,0,0,2,96,4,0,1,1,1
561,0,3,1,2,0,0,0,83,3,0,1,1,1
562,0,2,1,1,0,1,0,25,4,0,1,1,1
563,0,3,1,1,0,1,0,147,3,0,1,1,1
564,0,3,0,1,0,1,0,147,4,0,1,1,2
565,0,3,1,1,0,2,0,123,4,0,3,0,1
566,0,3,1,1,0,0,0,83,3,0,1,1,1
567,0,3,0,1,4,2,0,83,6,0,5,0,3
568,0,3,1,1,0,0,1,52,3,0,1,1,1
569,1,3,1,1,0,0,0,84,3,0,1,1,1
570,1,2,1,3,0,1,0,142,3,0,1,1,1
571,1,1,0,3,0,3,0,5,6,1,3,0,3
572,1,1,1,2,0,2,0,137,5,1,1,1,1
573,1,3,0,2,0,0,2,14,3,0,1,1,2
574,0,3,1,0,0,1,0,123,5,0,1,1,1
575,0,3,1,1,0,2,0,86,3,0,1,1,1
576,1,2,0,2,0,1,0,42,3,0,1,1,2
577,1,1,0,2,0,3,0,13,6,1,2,0,3
578,0,3,0,1,0,2,1,52,5,0,2,0,3
579,1,3,1,1,0,1,0,148,3,0,1,1,1
580,1,2,0,1,1,2,0,38,4,0,3,0,2
581,1,1,0,2,1,3,1,18,7,1,3,0,3
582,0,2,1,3,0,2,0,59,4,0,1,1,1
583,0,1,1,2,0,3,1,11,4,1,1,1,1
584,0,3,1,1,0,1,1,76,3,0,1,1,1
585,1,1,0,1,2,3,0,0,3,1,3,0,2
586,0,2,1,2,0,2,0,38,4,0,1,1,1
587,1,1,1,3,1,3,1,13,3,1,3,0,1
588,0,3,1,1,0,1,0,15,3,0,1,1,1
589,0,3,1,2,0,1,0,121,3,0,1,1,1
590,0,3,1,2,0,0,0,148,3,0,1,1,1
591,1,1,0,3,0,3,1,93,6,1,2,0,3
592,0,3,1,2,0,0,0,124,4,0,1,1,1
593,0,3,0,1,2,0,2,89,3,0,3,0,2
594,0,2,1,2,0,2,0,144,4,0,2,0,1
595,0,3,1,2,1,2,0,79,5,0,3,0,1
596,1,2,0,2,0,3,0,44,4,0,1,1,2
597,0,3,1,3,0,0,0,135,3,0,1,1,1
598,0,3,1,1,0,0,1,50,3,0,1,1,1
599,1,1,1,3,0,3,1,137,7,1,2,0,5
600,1,2,0,1,1,2,0,42,7,0,4,0,3
601,0,3,1,1,0,0,0,83,3,0,1,1,1
602,0,1,1,1,0,3,0,3,4,0,1,1,1
603,0,3,1,2,0,1,0,89,4,0,1,1,1
604,1,1,1,2,0,2,1,1,6,0,1,1,1
605,0,3,1,2,0,2,0,83,4,0,2,0,1
606,0,3,1,1,0,0,0,83,3,0,1,1,1
607,1,1,1,1,0,2,0,3,4,0,1,1,1
608,1,2,0,1,2,3,1,144,7,0,4,0,3
609,1,1,0,2,0,3,0,137,4,1,1,1,2
610,0,3,0,2,5,3,0,81,7,0,7,0,3
611,0,3,1,1,0,0,0,147,4,0,1,1,1
612,1,3,0,1,0,2,2,91,4,0,2,0,2
613,0,3,1,1,0,0,2,94,3,0,1,1,1
614,0,3,1,2,0,1,0,89,4,0,1,1,1
615,1,2,0,1,2,3,0,27,3,0,4,0,2
616,0,3,1,2,1,1,0,81,4,0,3,0,1
617,0,3,0,1,0,2,0,124,7,0,2,0,3
618,1,2,0,0,1,3,0,33,4,1,4,0,2
619,0,2,1,1,0,1,0,66,3,0,1,1,1
620,0,3,1,1,0,2,1,49,3,0,2,0,1
621,1,1,1,2,0,3,0,5,5,1,2,0,1
622,1,3,1,1,1,2,1,49,3,0,3,0,1
623,0,3,1,1,0,0,0,84,4,0,1,1,1
624,0,3,1,1,0,2,0,108,5,0,1,1,1
625,0,1,1,3,0,3,0,93,3,1,1,1,1
626,0,2,1,3,0,1,2,26,4,0,1,1,5
627,1,1,0,1,0,3,0,13,4,1,1,1,2
628,0,3,1,1,0,0,0,83,3,0,1,1,1
629,0,3,1,2,0,0,2,73,4,0,1,1,1
630,1,1,1,4,0,2,0,54,5,1,1,1,1
631,0,3,1,3,0,0,0,81,4,0,1,1,1
632,1,1,1,1,0,2,1,12,3,1,1,1,5
633,0,1,1,1,0,0,0,2,5,0,1,1,1
634,0,3,0,0,2,2,0,81,3,0,6,0,2
635,1,2,0,1,0,1,0,38,3,0,1,1,2
636,0,3,1,1,0,1,0,148,4,0,1,1,1
637,0,2,1,1,1,2,0,130,3,0,3,0,1
638,0,3,0,2,5,3,0,66,6,0,6,0,3
639,0,3,1,2,0,2,0,99,3,0,2,0,1
640,0,3,1,1,0,0,0,84,4,0,1,1,1
641,1,1,0,1,0,3,1,137,3,1,1,1,2
642,0,3,0,0,2,2,0,81,4,0,6,0,2
643,1,3,1,1,0,3,0,16,3,0,1,1,1
644,1,3,0,0,1,2,1,50,3,0,4,0,2
645,1,1,1,2,0,3,1,137,4,1,2,0,1
646,0,3,1,1,0,0,0,83,3,0,1,1,1
647,1,1,1,3,0,3,1,12,4,1,1,1,5
648,0,3,1,1,0,0,0,140,3,0,1,1,1
649,1,3,0,1,0,0,0,132,5,0,1,1,2
650,0,3,1,1,0,0,0,83,3,0,1,1,1
651,1,2,0,1,1,2,0,34,3,0,2,0,2
652,0,3,1,1,0,1,0,119,4,0,1,1,1
653,1,3,0,1,0,0,2,72,4,0,1,1,2
654,0,3,0,1,0,0,2,90,4,0,1,1,2
655,0,2,1,1,0,3,0,140,4,0,3,0,1
656,0,3,1,1,0,0,0,83,3,0,1,1,1
657,0,3,0,1,1,2,2,89,4,0,3,0,3
658,0,2,1,1,0,1,0,65,4,0,1,1,1
659,0,1,1,3,2,3,1,85,4,1,3,0,1
660,1,1,1,3,0,3,0,137,4,0,3,0,5
661,0,3,1,2,0,0,1,46,3,0,1,1,1
662,0,1,1,2,0,2,0,109,4,1,1,1,1
663,0,3,1,2,0,0,0,83,3,0,1,1,1
664,1,3,1,1,0,1,0,148,4,0,2,0,1
665,0,2,1,1,0,3,0,140,3,0,3,0,1
666,0,2,1,1,0,1,0,36,4,0,1,1,1
667,0,3,1,1,0,0,0,67,4,0,1,1,1
668,0,3,1,2,0,1,0,124,3,0,1,1,1
669,1,1,0,1,0,3,0,21,7,1,2,0,3
670,1,2,0,2,1,3,0,65,8,0,3,0,3
671,0,1,1,1,0,3,0,133,3,1,2,0,1
672,0,2,1,4,0,1,0,130,4,0,1,1,1
673,1,2,1,1,0,1,0,43,3,0,1,1,1
674,0,2,1,1,0,0,0,39,4,0,1,1,1
675,0,3,1,1,0,0,0,83,4,0,1,1,1
676,0,3,1,1,0,1,0,77,4,0,1,1,1
677,1,3,0,1,0,1,0,106,4,0,1,1,2
678,0,3,0,2,6,3,0,131,5,0,8,0,3
679,1,1,1,2,1,3,1,137,5,1,2,0,1
680,0,3,0,2,0,1,2,72,3,0,1,1,2
681,1,1,1,1,0,3,1,137,3,1,1,1,1
682,0,3,1,1,0,1,0,111,4,0,1,1,1
683,0,3,1,0,2,3,0,131,4,0,8,0,1
684,0,2,1,3,1,3,0,65,5,0,3,0,1
685,0,2,1,1,2,3,1,144,5,0,4,0,1
686,0,3,1,0,1,3,0,66,4,0,6,0,1
687,0,3,1,1,0,1,0,83,3,0,1,1,1
688,0,3,1,1,0,0,0,84,4,0,1,1,1
689,1,1,0,0,1,3,0,41,4,1,2,0,2
690,1,1,1,1,0,3,0,18,4,1,2,0,1
691,1,3,0,0,1,1,1,83,3,0,2,0,2
692,1,3,1,1,0,3,0,16,3,0,1,1,1
693,0,3,1,1,0,0,1,51,3,0,1,1,1
694,0,1,1,3,0,2,0,3,3,0,1,1,5
695,0,2,1,3,0,1,0,44,4,0,1,1,1
696,0,3,1,2,0,1,0,88,3,0,1,1,1
697,1,3,0,1,0,0,2,86,4,0,1,1,2
698,0,1,1,3,1,3,1,18,4,1,3,0,1
699,0,3,1,2,0,0,0,82,6,1,1,1,1
700,1,1,0,1,0,3,1,137,7,1,2,0,3
701,1,1,1,2,0,2,0,137,4,1,1,1,1
702,0,3,0,1,1,2,1,53,3,0,2,0,2
703,0,3,1,1,0,0,2,92,3,0,1,1,1
704,0,3,1,1,0,0,0,84,4,0,2,0,1
705,0,2,1,2,0,2,0,45,7,0,1,1,1
706,1,2,0,2,0,1,0,29,4,0,1,1,3
707,1,1,1,2,0,2,0,137,4,1,1,1,1
708,1,1,0,1,0,3,0,3,3,0,1,1,2
709,1,3,1,1,1,2,1,50,6,0,3,0,4
710,1,1,0,1,0,3,1,137,7,1,1,1,2
711,0,1,1,1,0,2,0,3,3,1,1,1,1
712,1,1,1,2,0,3,0,21,4,1,2,0,1
713,0,3,1,1,0,1,0,116,4,0,1,1,1
714,0,2,1,3,0,1,0,45,3,0,1,1,1
715,0,3,1,1,0,0,0,82,6,1,1,1,1
716,1,1,0,2,0,3,1,137,4,1,1,1,2
717,1,2,0,1,0,1,0,77,5,1,1,1,2
718,0,3,1,1,0,2,2,90,3,0,1,1,1
719,0,3,1,2,0,0,0,81,4,0,1,1,1
720,1,2,0,0,1,3,0,44,5,0,2,0,2
721,0,3,1,1,0,0,0,84,4,0,2,0,1
722,0,2,1,2,0,1,0,8,4,0,1,1,1
723,0,2,1,3,0,1,0,45,4,0,1,1,1
724,1,1,1,1,0,3,0,3,4,1,2,0,1
725,0,3,1,1,0,1,0,69,3,0,1,1,1
726,1,2,0,1,0,2,0,66,6,0,4,0,3
727,1,3,0,2,0,0,2,92,3,0,1,1,2
728,0,2,1,1,0,2,0,37,5,0,2,0,1
729,0,3,0,1,0,1,0,148,4,0,2,0,2
730,1,1,0,1,0,3,0,41,4,1,1,1,2
731,0,3,1,0,0,2,1,53,5,0,1,1,1
732,0,2,1,2,0,0,0,39,4,0,1,1,1
733,0,2,1,1,0,1,0,59,4,0,1,1,1
734,0,2,1,1,0,1,0,35,4,0,1,1,1
735,0,3,1,1,0,2,0,108,3,0,1,1,1
736,0,3,0,2,3,3,0,150,6,0,5,0,3
737,1,1,1,2,0,3,1,137,4,1,1,1,1
738,0,3,1,1,0,0,0,83,3,0,1,1,1
739,0,3,1,2,0,0,0,83,3,0,1,1,1
740,1,1,1,1,0,2,0,17,4,1,1,1,1
741,0,1,1,2,0,3,0,20,4,1,2,0,1
742,1,1,0,1,2,3,1,137,5,1,5,0,2
743,0,3,1,1,0,2,0,99,3,0,2,0,1
744,1,3,1,1,0,1,0,148,3,0,1,1,1
745,0,1,1,4,1,3,0,153,4,1,3,0,5
746,0,3,1,0,1,2,0,130,4,0,3,0,1
747,1,2,0,1,0,1,0,45,3,0,1,1,2
748,0,1,1,1,0,3,0,3,4,1,2,0,1
749,0,3,1,1,0,0,2,74,3,0,1,1,1
750,1,2,0,0,1,2,0,63,3,0,3,0,2
751,1,3,1,0,1,1,0,104,3,1,2,0,4
752,0,3,1,2,0,1,0,79,5,0,1,1,1
753,0,3,1,1,0,0,0,83,3,0,1,1,1
754,1,2,0,2,2,3,0,27,5,0,4,0,3
755,1,2,1,0,1,2,0,45,3,0,3,0,4
756,0,3,1,1,0,0,0,84,4,0,1,1,1
757,0,2,1,1,0,1,0,63,4,0,1,1,1
758,0,3,1,2,0,1,0,88,4,0,1,1,1
759,1,1,0,2,0,3,0,0,8,1,1,1,5
760,0,3,1,2,0,2,0,86,3,0,1,1,1
761,0,3,1,2,0,0,0,147,5,0,1,1,1
762,1,3,1,1,0,0,1,50,4,0,1,1,1
763,1,1,0,2,2,3,0,3,6,1,4,0,3
764,0,3,1,0,0,0,0,81,4,0,1,1,1
765,1,1,0,3,0,3,0,13,6,1,2,0,3
766,0,1,1,1,0,3,1,2,4,0,1,1,5
767,0,3,0,1,0,0,2,89,3,0,1,1,2
768,0,3,1,1,0,2,2,95,4,0,2,0,1
769,0,3,1,1,0,1,0,119,4,0,1,1,1
770,0,3,1,1,0,1,0,79,4,0,1,1,1
771,0,3,1,2,0,0,0,84,4,0,1,1,1
772,0,2,0,3,0,1,0,140,3,1,1,1,3
773,0,3,1,0,0,0,1,51,3,0,1,1,1
774,1,2,0,3,3,2,0,63,5,0,5,0,3
775,0,3,1,1,0,0,0,81,6,0,1,1,1
776,0,3,1,2,0,0,2,101,3,1,1,1,1
777,1,3,0,0,0,1,0,89,4,0,1,1,2
778,0,3,1,1,0,0,2,92,4,0,1,1,1
779,1,1,0,2,1,3,0,41,7,1,2,0,3
780,1,3,0,0,0,0,1,52,3,0,1,1,2
781,1,1,0,1,0,3,0,18,6,1,2,0,3
782,0,1,1,1,0,2,0,3,4,1,1,1,1
783,0,3,1,2,2,2,0,150,4,0,4,0,1
784,0,3,1,1,0,0,0,147,3,0,1,1,1
785,0,3,1,1,0,0,0,98,5,0,1,1,1
786,1,3,0,1,0,0,0,66,4,0,1,1,2
787,0,3,1,0,1,2,2,100,4,0,6,0,4
788,1,3,1,0,2,2,0,130,4,0,4,0,4
789,0,1,1,2,0,3,1,137,3,1,1,1,1
790,0,3,1,2,0,0,2,9,4,0,1,1,1
791,0,2,1,0,0,2,0,39,3,0,1,1,1
792,0,3,0,1,2,3,0,132,4,0,11,0,2
793,0,1,1,1,0,2,1,137,4,0,1,1,1
794,0,3,1,1,0,0,0,83,3,0,1,1,1
795,0,2,1,2,0,1,0,58,3,0,1,1,1
796,1,1,0,3,0,2,0,18,4,1,1,1,5
797,1,3,0,1,0,1,0,83,3,0,1,1,3
798,0,3,1,1,0,0,1,52,4,0,1,1,1
799,0,3,0,1,1,2,0,79,8,0,3,0,3
800,0,2,1,2,0,1,0,45,3,0,1,1,1
801,1,2,0,1,1,2,0,130,6,0,3,0,3
802,1,1,1,0,2,3,0,3,5,1,4,0,4
803,1,3,1,0,1,1,1,46,4,0,2,0,4
804,1,3,1,1,0,0,0,81,4,0,1,1,1
805,0,3,1,1,0,0,0,81,4,0,1,1,1
806,0,1,1,2,0,0,0,2,4,1,1,1,1
807,0,3,0,1,0,0,0,81,4,0,1,1,2
808,0,2,1,2,0,1,0,44,3,0,1,1,1
809,1,1,0,2,0,3,0,3,6,1,2,0,3
810,0,3,1,1,0,0,0,81,3,0,1,1,1
811,0,3,1,2,0,2,0,123,3,0,1,1,1
812,0,2,1,2,0,1,0,58,4,0,1,1,1
813,0,3,0,0,2,3,0,81,5,0,7,0,2
814,0,3,1,1,0,1,0,89,4,0,1,1,1
815,0,1,1,2,0,0,0,2,3,1,1,1,1
816,0,3,0,1,0,1,0,148,4,0,1,1,2
817,0,2,1,1,1,3,1,139,3,0,3,0,1
818,0,3,1,2,0,0,0,129,5,0,1,1,1
819,0,3,1,0,2,2,0,81,4,0,6,0,4
820,1,1,0,3,1,3,0,10,7,1,3,0,3
821,1,3,1,1,0,1,0,69,3,0,1,1,1
822,0,1,1,2,0,0,0,21,4,0,1,1,5
823,1,3,0,1,1,1,0,104,3,1,2,0,3
824,0,3,1,0,1,3,0,66,4,0,6,0,4
825,0,3,1,1,0,0,2,92,3,0,1,1,1
826,0,3,1,2,0,3,0,16,3,0,1,1,1
827,1,2,1,0,2,3,1,139,3,0,3,0,4
828,1,3,1,1,0,0,2,91,4,0,1,1,1
829,1,1,0,3,0,3,0,3,6,1,1,1,3
830,1,3,0,0,0,2,1,49,5,0,2,0,3
831,1,2,1,0,1,2,0,63,4,0,3,0,4
832,0,3,1,1,0,0,1,51,3,0,1,1,1
833,0,3,1,1,0,0,0,81,3,0,1,1,1
834,0,3,1,1,0,1,0,28,4,0,1,1,1
835,1,1,0,2,1,3,1,137,4,1,3,0,2
836,0,3,1,1,0,1,0,69,3,0,1,1,1
837,0,3,1,1,0,1,0,104,3,0,1,1,1
838,1,3,1,1,0,3,0,16,3,0,1,1,1
839,1,1,1,2,0,2,1,5,3,1,1,1,1
840,0,3,1,1,0,1,0,147,4,0,1,1,1
841,0,2,1,0,0,1,0,140,4,0,1,1,1
842,1,1,0,1,0,2,1,3,3,0,1,1,2
843,0,3,1,2,0,0,1,52,4,0,1,1,1
844,0,3,1,1,0,1,0,69,3,0,1,1,1
845,0,3,1,2,0,0,0,130,3,0,1,1,1
846,0,3,1,2,2,3,0,132,4,0,11,0,1
847,0,3,1,2,0,0,1,83,3,0,1,1,1
848,0,2,1,1,1,3,0,44,3,0,2,0,5
849,1,1,0,0,0,3,1,18,6,1,2,0,3
850,0,3,1,0,2,3,0,81,5,0,7,0,4
851,0,3,1,4,0,0,0,81,3,0,1,1,1
852,0,3,0,0,1,2,1,51,3,0,3,0,2
853,1,1,0,0,1,3,0,137,4,1,2,0,2
854,0,2,0,2,0,2,0,43,6,0,2,0,3
855,1,3,0,1,1,1,0,104,5,0,2,0,3
856,1,1,0,2,1,3,0,93,6,0,3,0,3
857,1,1,1,3,0,2,0,3,4,1,1,1,1
858,1,3,0,1,3,2,1,50,5,0,4,0,3
859,0,3,1,2,0,0,1,46,3,0,1,1,1
860,0,3,1,2,0,1,0,84,4,0,3,0,1
861,0,2,1,1,0,1,0,57,4,0,2,0,1
862,1,1,0,2,0,2,0,18,7,1,1,1,3
863,0,3,0,2,2,3,0,132,5,0,11,0,2
864,0,2,1,1,0,1,0,35,4,0,1,1,1
865,1,2,0,2,0,1,0,37,3,0,1,1,3
866,1,2,0,1,0,1,1,144,5,0,2,0,2
867,0,1,1,1,0,3,0,137,5,1,1,1,1
868,0,3,1,2,0,1,0,79,4,0,1,1,1
869,1,3,1,0,1,1,0,81,4,0,3,0,4
870,0,3,1,1,0,0,0,83,3,0,1,1,1
871,1,1,0,2,1,3,0,5,6,1,3,0,3
872,0,1,1,2,0,0,0,113,4,1,1,1,1
873,0,3,1,2,0,1,0,79,4,0,1,1,1
874,1,2,0,1,0,2,1,136,5,0,2,0,3
875,1,3,0,0,0,0,1,50,5,0,1,1,2
876,0,3,1,1,0,1,0,115,4,0,1,1,1
877,0,3,1,1,0,0,0,83,3,0,1,1,1
878,0,3,1,1,0,0,0,83,3,0,1,1,1
879,1,1,0,3,1,3,1,5,7,1,2,0,3
880,1,2,0,1,1,2,0,33,6,0,2,0,3
881,0,3,1,2,0,0,0,83,3,0,1,1,1
882,0,3,0,1,0,1,0,117,4,0,1,1,2
883,0,2,1,1,0,1,0,130,4,0,1,1,1
884,0,3,1,1,0,0,0,147,4,0,1,1,1
885,0,3,0,2,5,2,2,100,5,0,6,0,3
886,0,2,1,1,0,1,0,23,3,0,1,1,5
887,1,1,0,1,0,2,0,2,4,1,1,1,2
888,0,3,0,2,2,2,0,150,5,0,4,0,2
889,1,1,1,1,0,2,1,1,4,1,1,1,1
890,0,3,1,1,0,0,2,94,3,0,1,1,1
