,Account Status,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarantors,Residence,Property,Age,Other Installments,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
305,3,6,2,1,1543,3,2,4,0,0,2,0,33,2,1,1,2,1,90,0,0
306,3,30,2,0,4811,4,3,2,1,0,4,1,24,1,0,1,1,1,90,0,0
307,0,12,2,2,727,1,1,4,3,0,3,3,33,2,1,1,1,1,91,0,1
308,1,8,2,1,1237,0,2,3,1,0,4,0,24,2,1,1,2,1,90,0,1
309,1,9,2,-1,276,0,2,4,3,0,4,0,22,2,0,1,1,1,90,0,0
310,1,48,2,9,5381,4,0,3,2,0,4,3,40,0,2,1,0,1,91,0,0
311,3,24,2,1,5511,1,2,4,2,0,1,2,25,1,1,1,2,1,90,0,0
312,2,24,2,1,3749,0,1,2,1,0,4,2,26,2,1,1,2,1,90,0,0
313,1,12,2,-1,685,0,3,2,3,0,3,2,25,0,1,1,1,1,90,0,1
314,2,4,2,-1,1494,4,1,1,2,0,2,0,29,2,1,1,1,2,90,1,0
315,0,36,1,1,2746,0,4,4,2,0,4,2,31,0,1,1,2,1,90,0,1
316,0,12,2,1,708,0,2,2,2,2,3,1,38,2,1,1,1,2,90,0,0
317,1,24,2,1,4351,4,2,1,1,0,4,1,48,2,1,1,1,1,91,0,0
318,3,12,4,5,701,0,2,4,2,0,2,2,32,2,1,2,2,1,90,0,0
319,0,15,3,1,3643,0,4,1,1,0,4,1,27,2,1,2,1,1,90,0,0
320,1,30,4,-1,4249,0,0,4,3,0,2,2,28,2,1,2,3,1,90,0,1
321,0,24,2,2,1938,0,1,4,0,0,3,1,32,2,1,1,2,1,90,0,1
322,0,24,2,0,2910,0,3,2,2,0,1,3,34,2,2,1,3,1,91,0,0
323,0,18,2,1,2659,3,2,4,2,0,2,2,28,2,1,1,2,1,90,0,0
324,3,18,4,-1,1028,0,2,4,1,0,3,0,36,2,1,2,2,1,90,0,0
325,0,8,4,-1,3398,0,3,1,2,0,4,0,39,2,1,2,1,1,90,1,0
326,3,12,4,1,5801,4,4,2,2,0,4,1,49,2,0,1,2,1,91,0,0
327,3,24,2,-1,1525,3,3,4,1,0,3,2,34,2,1,1,2,2,91,0,0
328,2,36,2,2,4473,0,4,4,2,0,2,2,31,2,1,1,2,1,90,0,0
329,1,6,2,2,1068,0,4,4,2,0,4,2,28,2,1,1,2,2,90,0,0
330,0,24,4,0,6615,0,0,2,2,0,4,3,75,2,2,2,3,1,91,0,0
331,3,18,4,5,1864,1,2,4,1,0,2,0,30,2,1,2,2,1,90,0,1
332,1,60,2,-1,7408,1,1,4,1,0,2,1,24,2,1,1,3,1,90,0,1
333,3,48,4,0,11590,1,2,2,1,0,4,2,24,0,0,2,1,1,90,0,1
334,0,24,0,1,4110,0,4,3,2,0,4,3,23,0,0,2,2,2,90,0,1
335,0,6,4,1,3384,0,2,1,0,0,4,0,44,2,0,1,3,1,91,0,1
336,1,13,2,2,2101,0,1,2,1,2,4,1,23,2,1,1,1,1,90,0,0
337,0,15,2,3,1275,4,2,4,1,0,2,2,24,2,0,1,2,1,90,0,1
338,0,24,2,1,4169,0,2,4,2,0,4,1,28,2,1,1,2,1,90,0,0
339,1,10,2,1,1521,0,2,4,0,0,2,2,31,2,1,1,1,1,90,0,0
340,1,24,4,5,5743,0,1,2,1,0,4,3,24,2,2,2,2,1,91,0,0
341,0,21,2,1,3599,0,3,1,1,0,4,2,26,2,0,1,1,1,90,0,0
342,1,18,2,2,3213,2,1,1,3,0,3,0,25,2,0,1,2,1,90,0,0
343,1,18,2,8,4439,0,4,1,2,1,1,0,33,0,1,1,3,1,91,0,0
344,2,10,2,-1,3949,0,1,1,2,2,1,1,37,2,1,1,1,2,90,0,0
345,3,15,4,2,1459,0,2,4,1,0,2,2,43,2,1,1,1,1,90,0,0
346,1,13,4,2,882,0,1,4,2,2,4,0,23,2,1,2,2,1,90,0,0
347,1,24,2,2,3758,2,0,1,1,0,4,3,23,2,0,1,0,1,90,0,0
348,3,6,3,8,1743,1,2,1,2,0,2,0,34,2,1,2,1,1,90,0,0
349,1,9,4,5,1136,3,4,4,2,0,3,3,32,2,2,2,2,2,90,0,1
350,3,9,2,3,1236,0,1,1,1,0,4,0,23,2,0,1,2,1,91,0,0
351,1,9,2,1,959,0,2,1,1,0,2,2,29,2,1,1,2,1,90,1,1
352,3,18,4,0,3229,4,0,2,2,0,4,3,38,2,1,1,3,1,91,0,0
353,0,12,0,2,6199,0,2,4,2,0,2,1,28,2,0,2,2,1,91,0,1
354,3,10,2,5,727,2,4,4,2,0,4,3,46,2,2,1,2,1,91,0,0
355,1,24,2,-1,1246,0,1,4,2,0,2,0,23,1,1,1,1,1,90,0,1
356,3,12,4,2,2331,4,4,1,2,1,4,0,49,2,1,1,2,1,91,0,0
357,3,36,3,2,4463,0,2,4,2,0,2,2,26,2,1,2,3,1,91,0,1
358,3,12,2,2,776,0,2,4,3,0,2,0,28,2,1,1,2,1,90,0,0
359,0,30,2,1,2406,0,3,4,1,0,4,0,23,2,0,1,2,1,90,0,1
360,1,18,2,5,1239,4,2,4,2,0,4,3,61,2,2,1,2,1,90,0,0
361,2,12,2,2,3399,4,4,2,2,0,3,2,37,2,1,1,3,1,90,0,0
362,2,12,3,-1,2247,0,2,2,1,0,2,2,36,1,1,2,2,1,91,0,0
363,3,6,2,1,1766,0,2,1,3,0,2,1,21,2,0,1,2,1,90,0,0
364,0,18,2,1,2473,0,0,4,2,0,1,2,25,2,1,1,0,1,90,0,1
365,3,12,2,8,1542,0,3,2,2,0,4,2,36,2,1,1,2,1,91,0,0
366,3,18,4,0,3850,0,3,3,2,0,1,2,27,2,1,2,2,1,90,0,0
367,0,18,2,1,3650,0,1,1,1,0,4,2,22,2,0,1,2,1,90,0,0
368,0,36,2,1,3446,0,4,4,2,0,2,2,42,2,1,1,2,2,90,0,1
369,1,18,2,1,3001,0,3,2,1,0,4,0,40,2,0,1,2,1,90,0,0
370,3,36,2,-1,3079,4,2,4,2,0,4,0,36,2,1,1,2,1,90,0,0
371,3,18,4,2,6070,0,4,3,2,0,4,2,33,2,1,2,2,1,91,0,0
372,3,10,4,1,2146,0,1,1,1,0,3,0,23,2,0,2,2,1,90,0,0
373,3,60,4,-1,13756,4,4,2,2,0,4,3,63,0,2,1,3,1,91,0,0
374,1,60,1,9,14782,1,4,3,1,0,4,3,60,0,2,2,3,1,91,0,1
375,0,48,1,8,7685,0,3,2,1,2,4,2,37,2,0,1,2,1,90,0,1
376,3,18,3,2,2320,0,0,2,3,0,3,0,34,2,1,2,2,1,90,0,0
377,3,7,3,2,846,4,4,3,2,0,4,3,36,2,2,1,2,1,90,0,0
378,1,36,2,-1,14318,0,4,4,2,0,2,3,57,2,2,1,3,1,91,0,1
379,3,6,4,-1,362,1,2,4,1,0,4,2,52,2,1,2,1,1,90,0,0
380,0,20,2,1,2212,4,3,4,2,0,4,2,39,2,1,1,2,1,91,0,0
381,1,18,2,0,12976,0,0,3,1,0,4,3,38,2,2,1,3,1,91,0,1
382,3,22,2,-1,1283,4,3,4,1,0,4,1,25,2,0,1,2,1,90,0,0
383,2,12,2,-1,1330,0,1,4,2,0,1,0,26,2,1,1,2,1,90,0,0
384,3,30,3,8,4272,1,2,2,2,0,2,1,26,2,1,2,1,1,90,0,0
385,3,18,4,2,2238,0,2,2,1,0,1,2,25,2,1,2,2,1,90,0,0
386,3,18,2,2,1126,4,1,4,1,0,2,0,21,2,0,1,2,1,91,0,0
387,1,18,4,1,7374,0,0,4,2,0,4,1,40,1,1,2,3,1,91,0,0
388,1,15,4,8,2326,2,2,2,2,0,4,2,27,0,1,1,2,1,90,0,0
389,3,9,2,8,1449,0,3,3,1,0,2,2,27,2,1,2,2,1,90,0,0
390,3,18,2,-1,1820,0,2,2,3,0,2,1,30,2,1,1,3,1,91,0,0
391,1,12,2,1,983,3,1,1,1,0,4,0,19,2,0,1,1,1,90,0,0
392,0,36,2,-1,3249,0,3,2,2,0,4,3,39,0,2,1,3,2,91,0,0
393,0,6,4,2,1957,0,3,1,1,0,4,2,31,2,1,1,2,1,90,0,0
394,3,9,4,1,2406,0,0,2,2,0,3,2,31,2,1,1,3,1,90,0,0
395,1,39,3,5,11760,1,3,2,2,0,3,3,32,2,0,1,2,1,91,0,0
396,0,12,2,1,2578,0,0,3,1,0,4,3,55,2,2,1,3,1,90,0,0
397,0,36,4,1,2348,0,2,3,3,0,2,1,46,2,1,2,2,1,91,0,0
398,1,12,2,-1,1223,0,4,1,0,0,1,0,46,2,0,2,2,1,90,0,1
399,3,24,4,2,1516,3,2,4,1,0,1,0,43,2,1,2,1,1,90,0,0
400,3,18,2,2,1473,0,1,3,3,0,4,0,39,2,1,1,2,1,91,0,0
401,1,18,4,8,1887,4,2,4,3,0,4,0,28,0,1,2,2,1,90,0,0
402,3,24,3,8,8648,0,1,2,2,0,2,2,27,0,1,2,2,1,91,0,1
403,3,14,3,-1,802,0,2,4,2,0,2,2,27,2,1,2,1,1,90,0,0
404,1,18,3,-1,2899,4,4,4,2,0,4,2,43,2,1,1,2,2,90,0,0
405,1,24,2,2,2039,0,1,1,3,0,1,1,22,2,1,1,2,1,91,0,1
406,3,24,4,0,2197,4,3,4,2,0,4,2,43,2,1,2,2,2,91,0,0
407,0,15,2,2,1053,0,1,4,3,0,2,0,27,2,1,1,2,1,90,1,0
408,3,24,2,2,3235,2,4,3,0,0,2,2,26,2,1,1,3,1,91,0,0
409,2,12,4,-1,939,2,3,4,3,0,2,0,28,2,1,3,2,1,91,0,1
410,1,24,2,2,1967,0,4,4,1,0,4,2,20,2,1,1,2,1,91,0,0
411,3,33,4,0,7253,0,3,3,2,0,2,2,35,2,1,2,3,1,91,0,0
412,3,12,4,8,2292,0,0,4,2,0,2,2,42,1,1,2,3,1,91,0,1
413,3,10,2,-1,1597,2,2,3,2,0,2,3,40,2,0,1,1,2,90,1,0
414,0,24,2,-1,1381,4,2,4,1,0,2,1,35,2,1,1,2,1,90,0,1
415,3,36,4,0,5842,0,4,2,2,0,2,1,35,2,1,2,2,2,91,0,0
416,0,12,2,-1,2579,0,1,4,2,0,1,0,33,2,1,1,1,2,90,0,1
417,0,18,3,5,8471,4,2,1,1,0,2,2,23,2,0,2,2,1,91,0,0
418,3,21,2,-1,2782,2,3,1,1,0,2,2,31,0,1,1,3,1,90,0,0
419,1,18,2,-1,1042,4,2,4,1,0,2,1,33,2,1,1,2,1,90,0,1
420,3,15,2,-1,3186,3,3,2,1,0,3,2,20,2,0,1,2,1,90,0,0
421,1,12,2,0,2028,4,2,4,2,0,2,2,30,2,1,1,2,1,90,0,0
422,1,12,4,-1,958,0,3,2,2,0,3,0,47,2,1,2,1,2,90,0,0
423,3,21,3,1,1591,1,3,4,2,0,3,0,34,2,1,2,3,1,90,0,0
424,1,12,2,1,2762,4,4,1,1,0,2,1,25,0,1,1,2,1,91,0,1
425,1,18,2,0,2779,0,2,1,3,0,3,2,21,2,0,1,2,1,91,0,0
426,3,28,4,2,2743,0,4,4,2,0,2,2,29,2,1,2,2,1,90,0,0
427,3,18,4,2,1149,3,2,4,2,0,3,0,46,2,1,2,2,1,90,0,0
428,3,9,2,1,1313,0,4,1,2,0,4,2,20,2,1,1,2,1,90,0,0
429,0,18,4,4,1190,0,0,2,1,0,4,3,55,2,2,3,0,2,90,0,1
430,3,5,2,8,3448,0,3,1,2,0,4,0,74,2,1,1,1,1,90,0,0
431,1,24,2,9,11328,0,2,2,2,1,3,2,29,0,1,2,3,1,91,0,1
432,0,6,4,1,1872,0,0,4,2,0,4,3,36,2,2,3,3,1,91,0,0
433,3,24,4,4,2058,0,2,4,0,0,2,0,33,2,1,2,2,1,91,0,0
434,0,9,2,1,2136,0,2,3,2,0,2,0,25,2,1,1,2,1,90,0,0
435,1,12,2,2,1484,4,2,2,3,0,1,0,25,2,1,1,2,1,91,0,1
436,3,6,2,4,660,2,3,2,3,0,4,0,23,2,0,1,1,1,90,0,0
437,3,24,4,-1,1287,3,4,4,1,0,4,0,37,2,1,2,2,1,91,0,0
438,0,42,4,4,3394,0,0,4,2,1,4,2,65,2,1,2,0,1,90,0,0
439,2,12,1,8,609,0,1,4,1,0,1,0,26,2,1,1,0,1,90,0,1
440,3,12,2,-1,1884,0,4,4,2,0,4,2,39,2,1,1,3,1,91,0,0
441,0,12,2,1,1620,0,2,2,1,1,3,1,30,2,1,1,2,1,90,0,0
442,1,20,3,9,2629,0,2,2,2,0,3,2,29,0,1,2,2,1,91,0,0
443,3,12,2,5,719,0,4,4,2,0,4,2,41,0,1,1,1,2,90,0,1
444,1,48,4,1,5096,0,2,2,1,0,3,2,30,2,1,1,3,1,91,0,1
445,3,9,4,5,1244,4,4,4,1,0,4,1,41,2,0,2,1,1,90,0,0
446,0,36,2,-1,1842,0,1,4,1,0,4,2,34,2,1,1,2,1,91,0,1
447,1,7,2,2,2576,0,2,2,2,2,2,0,35,2,1,1,2,1,90,0,0
448,2,12,2,1,1424,4,4,3,1,0,4,0,55,2,1,1,3,1,91,0,0
449,1,15,3,4,1512,3,2,3,3,0,3,1,61,1,1,2,2,1,90,0,1
450,3,36,4,0,11054,4,2,4,2,0,2,2,30,2,1,1,3,1,91,0,0
451,3,6,2,2,518,0,2,3,1,0,1,0,29,2,1,1,2,1,90,0,0
452,3,12,0,1,2759,0,4,2,2,0,4,1,34,2,1,2,2,1,90,0,0
453,3,24,2,0,2670,0,4,4,2,0,4,2,35,2,1,1,3,1,91,0,0
454,0,24,2,-1,4817,0,3,2,2,1,3,1,31,2,1,1,2,1,91,0,1
455,3,24,2,0,2679,0,1,4,1,0,1,3,29,2,1,1,3,1,91,0,0
456,0,11,4,-1,3905,0,2,2,2,0,2,0,36,2,0,2,2,2,90,0,0
457,0,12,2,0,3386,0,4,3,2,0,4,3,35,2,2,1,2,1,91,0,1
458,0,6,2,3,343,0,1,4,1,0,1,0,27,2,1,1,2,1,90,0,0
459,3,18,2,2,4594,0,1,3,2,0,2,2,32,2,1,1,2,1,91,0,0
460,0,36,2,1,3620,0,2,1,2,2,2,1,37,2,1,1,2,2,90,0,0
461,0,15,2,-1,1721,0,1,2,2,0,3,0,36,2,1,1,2,1,90,0,0
462,1,12,2,1,3017,0,1,3,1,0,1,0,34,2,0,1,3,1,90,0,0
463,1,12,2,7,754,4,4,4,2,0,4,1,38,2,1,2,2,1,90,0,0
464,3,18,2,8,1950,0,3,4,2,0,1,2,34,1,1,2,2,1,91,0,0
465,0,24,2,0,2924,0,2,3,2,2,4,3,63,0,1,1,2,2,91,0,0
466,0,24,3,2,1659,0,1,4,1,0,2,2,29,2,0,1,1,1,91,0,1
467,3,48,3,2,7238,4,4,3,2,0,3,2,32,0,1,2,2,2,90,0,0
468,3,33,3,8,2764,0,2,2,1,0,2,2,26,2,1,2,2,1,91,0,0
469,3,24,3,0,4679,0,3,3,2,0,3,2,35,2,1,2,1,1,91,0,0
470,1,24,2,2,3092,1,1,3,3,0,2,2,22,2,0,1,2,1,91,0,1
471,0,6,2,5,448,0,1,4,1,0,4,1,23,2,1,1,2,1,90,0,1
472,0,9,2,-1,654,0,2,4,2,0,3,2,28,2,1,1,1,1,90,0,1
473,3,6,2,7,1238,4,0,4,2,0,4,1,36,2,1,1,3,2,91,0,0
474,1,18,4,2,1245,0,2,4,3,0,2,2,33,2,1,1,2,1,90,0,1
475,0,18,0,1,3114,0,1,1,1,0,4,1,26,2,0,1,2,1,90,0,1
476,3,39,2,0,2569,2,2,4,2,0,4,2,24,2,1,1,2,1,90,0,0
477,2,24,2,2,5152,0,3,4,2,0,2,2,25,0,1,1,2,1,90,0,0
478,1,12,2,8,1037,1,3,3,2,0,4,0,39,2,1,1,1,1,90,0,0
479,0,15,4,1,1478,0,4,4,2,0,4,2,44,2,1,2,2,2,91,0,0
480,1,12,4,2,3573,0,2,1,1,0,1,0,23,2,1,1,1,1,90,0,0
481,1,24,2,-1,1201,0,1,4,2,0,1,1,26,2,1,1,2,1,90,0,0
482,0,30,2,1,3622,3,4,4,1,0,4,1,57,2,0,2,2,1,91,0,0
483,3,15,3,1,960,3,3,3,1,0,2,1,30,2,1,2,2,1,90,0,0
484,3,12,4,-1,1163,2,2,4,2,0,4,0,44,2,1,1,2,1,91,0,0
485,1,6,3,-1,1209,0,0,4,2,0,4,1,47,2,1,1,3,1,91,0,1
486,3,12,2,2,3077,0,2,2,2,0,4,2,52,2,1,1,2,1,91,0,0
487,3,24,2,-1,3757,0,4,4,1,1,4,3,62,2,2,1,2,1,91,0,0
488,3,10,2,-1,1418,1,2,3,2,0,2,0,35,2,0,1,1,1,90,1,0
489,3,6,2,-1,3518,0,2,2,2,2,3,1,26,2,0,1,2,1,90,0,0
490,3,12,4,2,1934,0,4,2,2,0,2,3,26,2,1,2,2,1,90,0,0
491,1,27,0,8,8318,0,4,2,1,0,4,3,42,2,2,2,3,1,91,0,1
492,3,6,4,2,1237,1,2,1,1,0,1,1,27,2,1,2,2,1,90,0,0
493,1,6,2,2,368,4,4,4,2,0,4,1,38,2,1,1,2,1,90,0,0
494,0,12,4,-1,2122,0,2,3,2,0,2,0,39,2,0,2,1,2,90,1,0
495,0,24,2,1,2996,4,2,2,3,0,4,2,20,2,1,1,2,1,90,0,1
496,1,36,2,1,9034,1,1,4,2,1,1,3,29,2,0,1,3,1,91,0,1
497,3,24,4,1,1585,0,3,4,2,0,3,1,40,2,1,2,2,1,90,0,0
498,1,18,2,2,1301,0,4,4,3,2,2,0,32,2,1,1,1,1,90,0,0
499,2,6,4,-1,1323,1,4,2,0,0,4,2,28,2,1,2,2,2,91,0,0
500,0,24,2,-1,3123,0,1,4,1,0,1,1,27,2,1,1,2,1,90,0,1
501,0,36,2,0,5493,0,4,2,2,0,4,3,42,2,2,1,2,2,90,0,0
502,2,9,2,2,1126,1,4,2,0,0,4,0,49,2,1,1,2,1,90,0,0
503,1,24,4,2,1216,1,1,4,2,0,4,3,38,0,1,2,2,2,90,0,1
504,0,24,2,-1,1207,0,1,4,1,0,4,1,24,2,0,1,2,1,90,0,1
505,3,10,2,-1,1309,4,2,4,2,2,4,1,27,2,1,1,1,1,90,0,1
506,2,15,4,0,2360,2,2,2,2,0,2,2,36,2,1,1,2,1,91,0,0
507,1,15,1,-1,6850,1,0,1,2,0,2,1,34,2,1,1,3,2,91,0,1
508,3,24,2,2,1413,0,2,4,3,0,2,1,28,2,1,1,2,1,90,0,0
509,3,39,2,0,8588,1,4,4,2,0,2,2,45,2,1,1,3,1,91,0,0
510,0,12,2,-1,759,0,3,4,2,0,2,0,26,2,1,1,2,1,90,0,1
511,3,36,2,0,4686,0,2,2,2,0,2,3,32,2,2,1,3,1,91,0,0
512,2,15,2,8,2687,0,3,2,2,0,4,1,26,2,0,1,2,1,91,0,0
513,1,12,3,2,585,0,2,4,3,1,4,0,20,2,0,2,2,1,90,0,0
514,3,24,2,-1,2255,4,1,4,2,0,1,1,54,2,1,1,2,1,90,0,0
515,0,6,4,-1,609,0,3,4,1,0,3,1,37,2,1,2,2,1,90,1,0
516,0,6,4,-1,1361,0,1,2,2,0,4,0,40,2,1,1,1,2,90,1,0
517,3,36,4,1,7127,0,1,2,1,0,4,1,23,2,0,2,2,1,91,0,1
518,0,6,2,-1,1203,1,4,3,2,0,2,1,43,2,1,1,2,1,91,0,0
519,3,6,4,2,700,4,4,4,2,0,4,3,36,2,2,2,2,1,90,0,0
520,3,24,4,4,5507,0,4,3,2,0,4,3,44,2,2,2,2,1,90,0,0
521,0,18,2,2,3190,0,2,2,1,0,2,0,24,2,1,1,2,1,90,0,1
522,0,48,0,1,7119,0,2,3,2,0,4,3,53,2,2,2,2,2,90,0,1
523,3,24,2,0,3488,1,3,3,1,0,4,2,23,2,1,1,2,1,90,0,0
524,1,18,2,2,1113,0,2,4,1,2,4,0,26,2,1,1,1,2,90,0,0
525,1,26,2,0,7966,0,1,2,2,0,3,2,30,2,1,2,2,1,90,0,0
526,3,15,4,5,1532,1,2,4,1,0,3,2,31,2,1,1,2,1,90,0,0
527,3,4,4,2,1503,0,3,2,2,0,1,0,42,2,1,2,1,2,90,0,0
528,0,36,2,2,2302,0,2,4,0,0,4,2,31,2,0,1,2,1,90,0,1
529,0,6,2,-1,662,0,1,3,2,0,4,0,41,2,1,1,1,2,91,0,0
530,1,36,2,5,2273,0,3,3,2,0,1,2,32,2,1,2,2,2,90,0,0
531,1,15,2,-1,2631,1,2,2,1,0,4,2,28,2,0,2,2,1,91,0,1
532,3,12,3,0,1503,0,2,4,3,0,4,0,41,2,0,1,2,1,90,0,0
533,3,24,2,2,1311,1,3,4,3,0,3,1,26,2,1,1,2,1,91,0,0
534,3,24,2,2,3105,4,1,4,2,0,2,2,25,2,1,2,2,1,90,0,0
535,2,21,4,5,2319,0,1,2,0,0,1,2,33,2,0,1,2,1,90,0,1
536,0,6,2,-1,1374,4,0,4,1,0,3,1,75,2,1,1,3,1,91,0,0
537,1,18,4,1,3612,0,4,3,1,0,4,1,37,2,1,1,2,1,91,0,0
538,0,48,2,-1,7763,0,4,4,2,0,4,3,42,0,2,1,3,1,90,0,1
539,2,18,2,1,3049,0,1,1,1,0,1,1,45,1,1,1,1,1,90,0,0
540,1,12,2,2,1534,0,1,1,3,0,1,0,23,2,0,1,2,1,90,0,1
541,3,24,3,-1,2032,0,4,4,2,0,4,3,60,2,2,2,2,1,91,0,0
542,0,30,2,1,6350,4,4,4,2,0,4,1,31,2,1,1,2,1,90,0,1
543,2,18,2,1,2864,0,2,2,2,0,1,0,34,2,1,1,1,2,90,0,1
544,3,12,4,-1,1255,0,4,4,2,0,4,0,61,2,1,2,1,1,90,0,0
545,0,24,3,-1,1333,0,0,4,2,0,2,0,43,2,2,2,2,2,90,0,1
546,3,24,4,-1,2022,0,2,4,1,0,4,2,37,2,1,1,2,1,91,0,0
547,3,24,2,2,1552,0,3,3,2,0,1,2,32,0,1,1,2,2,90,0,0
548,0,12,1,2,626,0,2,4,1,0,4,0,24,0,1,1,1,1,90,0,1
549,3,48,4,0,8858,4,3,2,2,0,1,3,35,2,2,2,2,1,91,0,0
550,3,12,4,4,996,4,3,4,1,0,4,0,23,2,1,2,2,1,90,0,0
551,3,6,1,2,1750,2,4,2,2,0,4,1,45,0,1,1,1,2,90,0,0
552,0,48,2,2,6999,0,3,1,3,2,1,0,34,2,1,2,2,1,91,0,1
553,1,12,4,-1,1995,1,1,4,2,0,1,2,27,2,1,1,2,1,90,0,0
554,1,9,2,5,1199,0,3,4,1,0,4,1,67,2,1,2,3,1,91,0,0
555,1,12,2,2,1331,0,1,2,2,0,1,2,22,1,1,1,2,1,90,0,1
556,1,18,0,-1,2278,1,1,3,1,0,3,2,28,2,1,2,2,1,90,0,1
557,3,21,0,-1,5003,4,2,1,1,0,4,1,29,0,1,2,2,1,91,0,1
558,0,24,1,1,3552,0,3,3,2,0,4,2,27,0,1,1,2,1,90,0,1
559,1,18,4,1,1928,0,1,2,2,0,2,0,31,2,1,2,1,1,90,0,1
560,0,24,2,0,2964,4,4,4,2,0,4,3,49,0,2,1,2,2,91,0,0
561,0,24,1,2,1546,0,3,4,2,2,4,2,24,0,0,1,1,1,90,0,1
562,2,6,3,2,683,0,1,2,1,0,1,1,29,0,1,1,2,1,90,0,0
563,1,36,2,-1,12389,4,2,1,2,0,4,3,37,2,2,1,2,1,91,0,1
564,1,24,3,8,4712,4,2,4,2,0,2,1,37,0,1,2,3,1,91,0,0
565,1,24,3,2,1553,1,3,3,1,0,2,1,23,2,0,2,2,1,91,0,0
566,0,12,2,-1,1372,0,3,2,0,0,3,2,36,2,1,1,2,1,90,0,1
567,3,24,4,2,2578,3,4,2,2,0,2,2,34,2,1,1,2,1,90,0,0
568,1,48,2,2,3979,4,3,4,2,0,1,2,41,2,1,2,2,2,91,0,0
569,0,48,2,2,6758,0,2,3,1,0,2,2,31,2,1,1,2,1,91,0,1
570,0,24,2,1,3234,0,1,4,1,0,4,0,23,2,0,1,1,1,91,0,1
571,3,30,4,2,5954,0,3,3,2,1,2,2,38,2,1,1,2,1,90,0,0
572,3,24,2,0,5433,4,0,2,1,0,4,1,26,2,0,1,3,1,91,0,0
573,0,15,2,8,806,0,2,4,1,0,4,1,22,2,1,1,1,1,90,0,0
574,1,9,2,2,1082,0,4,4,2,0,4,2,27,2,1,2,1,1,90,0,0
575,3,15,4,1,2788,0,3,2,1,1,3,2,24,0,1,2,2,1,90,0,0
576,1,12,2,2,2930,0,3,2,1,0,1,0,27,2,1,1,2,1,90,0,0
577,3,24,4,5,1927,4,2,3,1,0,2,2,33,2,1,2,2,1,91,0,0
578,1,36,4,-1,2820,0,1,4,0,0,4,2,27,2,1,2,2,1,90,0,1
579,3,24,2,7,937,0,1,4,3,0,3,2,27,2,1,2,1,1,90,0,0
580,1,18,4,-1,1056,0,4,3,2,2,3,0,30,0,1,2,2,1,90,0,1
581,1,12,4,-1,3124,0,1,1,2,0,3,0,49,0,1,2,1,2,90,0,0
582,3,9,2,1,1388,0,2,4,1,0,2,0,26,2,0,1,2,1,90,0,0
583,1,36,2,4,2384,0,1,4,2,0,1,3,33,2,0,1,1,1,90,0,1
584,3,12,2,-1,2133,4,4,4,1,0,4,3,52,2,2,1,3,1,91,0,0
585,0,18,2,1,2039,0,2,1,1,0,4,0,20,0,0,1,2,1,90,0,1
586,0,9,4,-1,2799,0,2,2,2,0,2,0,36,2,0,2,2,2,90,0,0
587,0,12,2,1,1289,0,2,4,2,2,1,1,21,2,1,1,1,1,90,0,0
588,0,18,2,3,1217,0,2,4,3,0,3,0,47,2,1,1,1,1,91,0,1
589,0,12,4,1,2246,0,4,3,2,0,3,1,60,2,1,2,2,1,90,0,1
590,0,12,4,2,385,0,3,4,1,0,3,0,58,2,1,4,1,1,91,0,0
591,1,24,3,-1,1965,4,2,4,1,0,4,2,42,2,0,2,2,1,91,0,0
592,3,21,2,8,1572,3,4,4,1,0,4,0,36,0,1,1,1,1,90,0,0
593,1,24,2,-1,2718,0,2,3,1,0,4,1,20,2,0,1,1,1,91,0,1
594,0,24,1,9,1358,4,4,4,2,0,3,2,40,1,1,1,3,1,91,0,1
595,1,6,1,-1,931,1,1,1,1,0,1,1,32,1,1,1,1,1,90,0,1
596,0,24,2,-1,1442,0,3,4,1,0,4,2,23,2,0,2,2,1,90,0,1
597,1,24,0,8,4241,0,2,1,2,0,4,0,36,2,1,3,1,1,91,0,1
598,3,18,4,-1,2775,0,3,2,2,0,2,1,31,0,1,2,2,1,90,0,1
599,3,24,3,8,3863,0,2,1,2,0,2,3,32,2,2,1,2,1,90,0,0
600,1,7,2,2,2329,0,1,1,1,2,1,0,45,2,1,1,2,1,90,0,0
601,1,9,2,1,918,0,2,4,1,0,1,1,30,2,1,1,2,1,90,0,1
602,1,24,1,5,1837,0,3,4,1,0,4,3,34,0,2,1,1,1,90,0,1
603,3,36,2,1,3349,0,2,4,1,0,2,2,28,2,1,1,3,1,91,0,1
604,2,10,2,1,1275,0,1,4,1,0,2,1,23,2,1,1,2,1,90,0,0
605,0,24,1,1,2828,2,2,4,2,0,4,0,22,1,1,1,2,1,91,0,0
606,3,24,4,8,4526,0,2,3,2,0,2,0,74,2,1,1,3,1,91,0,0
607,1,36,2,2,2671,1,2,4,1,1,4,3,50,2,2,1,2,1,90,0,1
608,3,18,2,2,2051,0,1,4,2,0,1,0,33,2,1,1,2,1,90,0,0
609,3,15,2,0,1300,4,4,4,2,0,4,3,45,0,2,1,2,2,90,0,0
610,0,12,2,3,741,1,0,4,1,0,3,1,22,2,1,1,2,1,90,0,1
611,2,10,2,-1,1240,1,4,1,1,0,4,3,48,2,2,1,1,2,90,0,1
